PSU_ID,STRAT_ID,YEAR,WAVE,MONTH,KOD,SUB_REG,ST,MODE_FX,AREA_X,ID_CODE,SP_CODE,COMMON,LNGTH,WGT,L_CM_BIN,L_IN_BIN,LNGTH_IMP,WGT_IMP,WP_SIZE,VAR_ID,ARX_METHOD,ALT_FLAG,DATE_PUBLISHED
202469131794720241102,202411913weS:8AM-8PM,2024,6,11,we,4,9,3,5,1794720241102001,,,,,,,0,0,23877.428483,202411913weS:8AM-8PM,,0,05/05/2025
202469131794720241107,202411913wdS:8AM-8PM,2024,6,11,wd,4,9,3,5,1794720241107001,,,,,,,0,0,7848.6593525,202411913wdS:8AM-8PM,,0,05/05/2025
202469131794720241117,202411913weS:8AM-8PM,2024,6,11,we,4,9,3,5,1794720241117001,,,,,,,0,0,26683.699297,202411913weS:8AM-8PM,,0,05/05/2025
202469131794720241117,202411913weS:8AM-8PM,2024,6,11,we,4,9,3,5,1794720241117002,,,,,,,0,0,26683.699297,202411913weS:8AM-8PM,,0,05/05/2025
202469131794720241117,202411913weS:8AM-8PM,2024,6,11,we,4,9,3,5,1794720241117003,,,,,,,0,0,26683.699297,202411913weS:8AM-8PM,,0,05/05/2025
202469131794720241117,202411913weS:8AM-8PM,2024,6,11,we,4,9,3,5,1794720241117004,,,,,,,0,0,26683.699297,202411913weS:8AM-8PM,,0,05/05/2025
202469131794720241120,202411913wdS:8AM-8PM,2024,6,11,wd,4,9,3,5,1794720241120001,,,,,,,0,0,3510.281299,202411913wdS:8AM-8PM,,0,05/05/2025
202469131796320241101,202411913weS:8AM-8PM,2024,6,11,we,4,9,3,5,1796320241101001,,,,,,,0,0,28801.453209,202411913weS:8AM-8PM,,0,05/05/2025
202469131820220241202,202412913wdS:8AM-8PM,2024,6,12,wd,4,9,3,5,1820220241202001,,,,,,,0,0,5031.4080807,202412913wdS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102002,8839010101,TAUTOG,431,1.54,43,16,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102002,8839010101,TAUTOG,460,1.86,46,18,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102002,8839010101,TAUTOG,431,1.54,43,16,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102003,8839010101,TAUTOG,452,1.77,45,17,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102003,8839010101,TAUTOG,460,1.86,46,18,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102003,8839010101,TAUTOG,421,1.44,42,16,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102004,8839010101,TAUTOG,412,1.35,41,16,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102004,8839010101,TAUTOG,460,1.86,46,18,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102004,8839010101,TAUTOG,452,1.77,45,17,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102005,8835430101,SCUP,254,0.35,25,9,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102005,8839010101,TAUTOG,411,1.34,41,16,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102005,8839010101,TAUTOG,460,1.86,46,18,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102005,8839010101,TAUTOG,412,1.35,41,16,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102006,8839010101,TAUTOG,421,1.44,42,16,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102006,8839010101,TAUTOG,452,1.77,45,17,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102006,8839010101,TAUTOG,412,1.35,41,16,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102007,8839010101,TAUTOG,421,1.44,42,16,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102008,8839010101,TAUTOG,420,1.43,42,16,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102009,8839010101,TAUTOG,421,1.44,42,16,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102010,8835430101,SCUP,244,0.33,24,9,1,1,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469151794720241102,202411915weS:8AM-8PM,2024,6,11,we,4,9,5,5,1794720241102011,,,,,,,0,0,5.7652584437,202411915weS:8AM-8PM,,0,05/05/2025
202469171794720241102,202411917weS:8AM-8PM,2024,6,11,we,4,9,7,5,1794720241102012,8839010101,TAUTOG,451,1.80,45,17,1,1,5209.2909352,202411917weS:8AM-8PM,,0,05/05/2025
202469171794720241102,202411917weS:8AM-8PM,2024,6,11,we,4,9,7,5,1794720241102013,8839010101,TAUTOG,412,1.37,41,16,1,1,5209.2909352,202411917weS:8AM-8PM,,0,05/05/2025
202469171794720241102,202411917weS:8AM-8PM,2024,6,11,we,4,9,7,5,1794720241102014,,,,,,,0,0,5209.2909352,202411917weS:8AM-8PM,,0,05/05/2025
202469171794720241103,202411917weS:8AM-8PM,2024,6,11,we,4,9,7,5,1794720241103001,8835020301,BLACK SEA BASS,471,1.50,47,18,0,0,172.43432668,202411917weS:8AM-8PM,,0,05/05/2025
202469171794720241103,202411917weS:8AM-8PM,2024,6,11,we,4,9,7,5,1794720241103001,8850030202,ATLANTIC BONITO,376,0.90,37,14,0,0,172.43432668,202411917weS:8AM-8PM,,0,05/05/2025
202469171794720241103,202411917weS:8AM-8PM,2024,6,11,we,4,9,7,5,1794720241103002,,,,,,,0,0,172.43432668,202411917weS:8AM-8PM,,0,05/05/2025
202469171794720241103,202411917weS:8AM-8PM,2024,6,11,we,4,9,7,5,1794720241103003,,,,,,,0,0,172.43432668,202411917weS:8AM-8PM,,0,05/05/2025
202469171794720241103,202411917weS:8AM-8PM,2024,6,11,we,4,9,7,5,1794720241103004,,,,,,,0,0,172.43432668,202411917weS:8AM-8PM,,0,05/05/2025
202469171794720241103,202411917weS:8AM-8PM,2024,6,11,we,4,9,7,5,1794720241103005,,,,,,,0,0,172.43432668,202411917weS:8AM-8PM,,0,05/05/2025
202469171794720241103,202411917weS:8AM-8PM,2024,6,11,we,4,9,7,5,1794720241103006,8839010101,TAUTOG,418,1.35,41,16,1,1,387.97723502,202411917weS:8AM-8PM,,0,05/05/2025
202469171794720241103,202411917weS:8AM-8PM,2024,6,11,we,4,9,7,5,1794720241103006,8839010101,TAUTOG,465,1.90,46,18,0,0,387.97723502,202411917weS:8AM-8PM,,0,05/05/2025
