PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,MONTH,KOD,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
,BLUEFISH,19936498311we,116651993111311828,,C,5,,2,1,11,11,Y,20,200,1,0.5,1166519931113001,828,2,3,0,0,0,0,,2,4,9,9,4,1,6,1993,1166519931113,11,we,,,1166519931113001,,,,8,1,,NEW LONDON,25JAN94:09:44,8,8,1,,,,8835250101,,1,,8,1113,1123.406187,19936498311we,,0,1166519931113001,06385,03/03/2025
,BLUEFISH,19936498311we,116651993111311828,,C,5,,2,1,11,11,Y,10,200,2,0.5,1166519931113002,828,2,3,0,0,0,1,,2,4,9,9,4,1,6,1993,1166519931113,11,we,,,1166519931113002,,,,8,1,,NEW LONDON,25JAN94:09:44,8,8,1,,,,8835250101,,1,,8,1114,1123.406187,19936498311we,,0,1166519931113002,06385,03/03/2025
,TAUTOG,19936498311we,116651993111311828,,C,5,,2,1,11,3,Y,19,50,8,4,1166519931113003,828,2,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166519931113,11,we,,,1166519931113003,,,,8,1,,HARTFORD,25JAN94:09:44,8,8,1,,,,8839010101,,1,,8,1121,1123.406187,19936498311we,,0,1166519931113003,06085,03/03/2025
BLUEFISH,TAUTOG,19936498311we,116651993111311828,,C,5,,2,1,11,7,Y,9,30,8,4.5,1166519931113004,828,2,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166519931113,11,we,,,1166519931113004,,,,8,1,,MIDDLESEX,24FEB93:14:01,8,8,1,,,,8839010101,8835250101,1,,8,1126,1123.406187,19936498311we,,0,1166519931113004,06480,03/03/2025
,BLUEFISH,19936498311we,116651993111311828,,C,5,,2,1,11,11,Y,3,20,8,1,1166519931113005,828,5,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166519931113,11,we,,,1166519931113005,,,,8,1,,NEW LONDON,25JAN94:09:44,8,8,1,,,,8835250101,,1,,8,1144,1123.406187,19936498311we,,0,1166519931113005,06370,03/03/2025
STRIPED BASS,BLUEFISH,19936498311we,116651993111311646,,C,5,,2,1,11,11,Y,30,50,1,5,1166519931113006,646,5,3,0,0,0,0,,4,4,9,9,4,1,6,1993,1166519931113,11,we,,,1166519931113006,,,,8,1,,NEW LONDON,25JAN94:09:44,8,8,1,,,,8835250101,8835020102,1,,8,1250,1123.406187,19936498311we,,0,1166519931113006,06360,03/03/2025
STRIPED BASS,BLUEFISH,19936498311we,116651993111311646,,C,5,,2,1,11,11,Y,30,50,2,5,1166519931113007,646,5,3,0,0,0,1,,4,4,9,9,4,1,6,1993,1166519931113,11,we,,,1166519931113007,,,,8,1,,NEW LONDON,25JAN94:09:44,8,8,1,,,,8835250101,8835020102,1,,8,1251,1123.406187,19936498311we,,0,1166519931113007,06360,03/03/2025
STRIPED BASS,BLUEFISH,19936498311we,116651993111311646,,C,5,,2,1,11,9,Y,0,0,2,5,1166519931113008,646,5,3,0,0,0,1,,4,4,9,9,4,1,6,1993,1166519931113,11,we,,,1166519931113008,,,,8,9,,NEW HAVEN,25JAN94:09:44,8,8,1,,,,8835250101,8835020102,1,,8,1252,1123.406187,19936498311we,,0,1166519931113008,06513,03/03/2025
WINTER FLOUNDER,BLUEFISH,19936498311we,116651993111311646,,C,5,,2,1,11,11,Y,6,15,2,5,1166519931113009,646,5,3,0,0,0,1,,4,4,9,9,4,1,6,1993,1166519931113,11,we,,,1166519931113009,,,,8,1,,NEW LONDON,25JAN94:09:44,8,8,1,,,,8835250101,8857042001,1,,8,1253,1123.406187,19936498311we,,0,1166519931113009,06340,03/03/2025
STRIPED BASS,BLUEFISH,19936498311we,116651993111311646,,C,5,,2,1,11,13,Y,3,30,8,3,1166519931113010,646,5,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166519931113,11,we,,,1166519931113010,,,,8,1,,TOLLAND,25JAN94:09:44,8,8,1,,,,8835250101,8835020102,1,,8,1302,1123.406187,19936498311we,,0,1166519931113010,06066,03/03/2025
STRIPED BASS,BLUEFISH,19936498311we,116651993111311646,,C,5,,2,1,11,11,Y,1,5,8,1,1166519931113011,646,5,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166519931113,11,we,,,1166519931113011,,,,8,1,,NEW LONDON,25JAN94:09:44,8,8,1,,,,8835250101,8835020102,1,,8,1312,1123.406187,19936498311we,,0,1166519931113011,06385,03/03/2025
BLUEFISH,STRIPED BASS,19936498311we,116651993111311646,,C,5,,2,1,11,11,Y,59,250,8,3,1166519931113012,646,5,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166519931113,11,we,,,1166519931113012,,,,8,1,,NEW LONDON,25JAN94:09:44,8,8,1,,,,8835020102,8835250101,1,,8,1358,1123.406187,19936498311we,,0,1166519931113012,06385,03/03/2025
STRIPED BASS,BLUEFISH,19936498311we,116651993111311646,1,C,5,,2,1,11,5,Y,12,12,1,1.5,1166519931113013,646,5,3,0,0,0,0,,2,4,9,9,4,1,6,1993,1166519931113,11,we,,,1166519931113013,,,,8,1,,LITCHFIELD,25JAN94:09:44,8,8,1,,,,8835250101,8835020102,1,,8,1404,1123.406187,19936498311we,,0,1166519931113013,06786,03/03/2025
STRIPED BASS,BLUEFISH,19936498311we,116651993111311646,1,C,5,,2,1,11,5,Y,8,8,2,1.5,1166519931113014,646,5,3,0,0,0,1,,2,4,9,9,4,1,6,1993,1166519931113,11,we,,,1166519931113014,,,,8,1,,LITCHFIELD,25JAN94:09:44,8,8,1,,,,8835250101,8835020102,1,,8,1405,1123.406187,19936498311we,,0,1166519931113014,06786,03/03/2025
,BLUEFISH,19936498311we,1166519931114123,,C,5,,2,1,1,1,Y,5,20,8,0.5,1166519931114001,23,1,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166519931114,11,we,,,1166519931114001,,,,8,9,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8835250101,,1,,8,1122,3311.9681601,19936498311we,,0,1166519931114001,06902,03/03/2025
BLUEFISH,STRIPED BASS,19936498311we,1166519931114123,,C,5,,2,1,1,1,Y,20,50,1,1,1166519931114002,23,2,3,0,0,0,0,,2,4,9,9,4,1,6,1993,1166519931114,11,we,,,1166519931114002,,,,8,9,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8835020102,8835250101,1,,8,1151,3311.9681601,19936498311we,,0,1166519931114002,09999,03/03/2025
BLUEFISH,STRIPED BASS,19936498311we,1166519931114123,,C,5,,2,1,1,1,Y,20,50,2,1,1166519931114003,23,2,3,0,0,0,1,,2,4,9,9,4,1,6,1993,1166519931114,11,we,,,1166519931114003,,,,8,9,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8835020102,8835250101,1,,8,1152,3311.9681601,19936498311we,,0,1166519931114003,09999,03/03/2025
,WINTER FLOUNDER,19936498311we,1166519931114123,,C,5,,2,1,1,1,Y,6,9,8,0.5,1166519931114004,23,1,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166519931114,11,we,,,1166519931114004,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8857042001,,1,,8,1212,3311.9681601,19936498311we,,0,1166519931114004,06902,03/03/2025
BLUEFISH,WINTER FLOUNDER,19936498311we,1166519931114123,,C,5,,2,1,1,1,Y,7,50,8,3,1166519931114005,23,2,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166519931114,11,we,,,1166519931114005,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8857042001,8835250101,1,,8,1215,3311.9681601,19936498311we,,0,1166519931114005,06902,03/03/2025
,WINTER FLOUNDER,19936498311we,1166519931114123,,C,5,,2,1,1,1,Y,30,98,8,1.5,1166519931114006,23,2,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166519931114,11,we,,,1166519931114006,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8857042001,,1,,8,1231,3311.9681601,19936498311we,,0,1166519931114006,06902,03/03/2025
,WINTER FLOUNDER,19936498311we,1166519931114123,,C,5,,2,1,1,1,Y,3,7,1,2,1166519931114007,23,1,3,0,0,0,0,,2,4,9,9,4,1,6,1993,1166519931114,11,we,,,1166519931114007,,,,8,9,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8857042001,,1,,8,1253,3311.9681601,19936498311we,,0,1166519931114007,06902,03/03/2025
,BLUEFISH,19936498311we,1166519931114123,,C,5,,2,1,1,1,Y,9,90,8,0.5,1166519931114009,23,2,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166519931114,11,we,,,1166519931114009,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8835250101,,1,,8,1308,3311.9681601,19936498311we,,0,1166519931114009,06901,03/03/2025
,BLUEFISH,19936498311we,1166519931114123,,C,5,,2,1,1,1,Y,6,25,8,1,1166519931114010,23,2,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166519931114,11,we,,,1166519931114010,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8835250101,,1,,8,1317,3311.9681601,19936498311we,,0,1166519931114010,06092,03/03/2025
,STRIPED BASS,19936498311we,1166519931114123,,C,5,,2,1,1,1,Y,25,50,8,0.5,1166519931114011,23,2,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166519931114,11,we,,,1166519931114011,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8835020102,,1,,8,1323,3311.9681601,19936498311we,,0,1166519931114011,06897,03/03/2025
BLUEFISH,STRIPED BASS,19936498311we,1166519931114123,,C,5,,2,1,1,1,Y,3,12,8,4,1166519931114012,23,2,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166519931114,11,we,,,1166519931114012,,,,8,9,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8835020102,8835250101,1,,8,1338,3311.9681601,19936498311we,,0,1166519931114012,06851,03/03/2025
,WINTER FLOUNDER,19936498311we,1166519931114123,1,C,5,,2,1,1,119,O,50,180,8,1,1166519931114013,23,5,3,0,0,0,0,,1,5,9,36,4,1,6,1993,1166519931114,11,we,,,1166519931114013,,,,8,1,,WESTCHESTER,25JAN94:09:44,8,8,1,,,,8857042001,,1,,8,1352,3891.2802567,19936498311we,,0,1166519931114013,10573,03/03/2025
,STRIPED BASS,19936498311we,11665199311141150,,C,5,,2,1,1,1,Y,20,180,1,1.5,1166519931114014,150,5,3,0,0,0,0,,2,4,9,9,4,1,6,1993,1166519931114,11,we,,,1166519931114014,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8835020102,,1,,8,1417,3311.9681601,19936498311we,,0,1166519931114014,06830,03/03/2025
,STRIPED BASS,19936498311we,11665199311141150,,C,5,,2,1,1,1,Y,20,180,2,1.5,1166519931114015,150,5,3,0,0,0,1,,2,4,9,9,4,1,6,1993,1166519931114,11,we,,,1166519931114015,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8835020102,,1,,8,1418,3311.9681601,19936498311we,,0,1166519931114015,06830,03/03/2025
,WINTER FLOUNDER,19936498311we,11665199311141150,,C,5,,2,1,1,1,Y,30,85,1,1.5,1166519931114016,150,1,3,0,0,0,0,,2,4,9,9,4,1,6,1993,1166519931114,11,we,,,1166519931114016,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8857042001,,1,,8,1433,3311.9681601,19936498311we,,0,1166519931114016,06906,03/03/2025
WINTER FLOUNDER,TAUTOG,19936498311we,1166519931114122,,C,5,,2,1,1,1,Y,0,0,1,2,1166519931114017,22,5,3,0,0,0,0,,2,4,9,9,4,1,6,1993,1166519931114,11,we,,,1166519931114017,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8839010101,8857042001,1,,8,1451,3311.9681601,19936498311we,,0,1166519931114017,06604,03/03/2025
WINTER FLOUNDER,TAUTOG,19936498311we,1166519931114122,,C,5,,2,1,1,1,Y,0,0,2,2,1166519931114018,22,5,3,0,0,0,1,,2,4,9,9,4,2,6,1993,1166519931114,11,we,,,1166519931114018,,,,8,9,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8839010101,8857042001,1,,8,1451,3311.9681601,19936498311we,,0,1166519931114018,06648,03/03/2025
,ATLANTIC HERRING,19936498311wd,1166619931110189,0,C,5,,1,1,1,1,Y,60,170,8,1.5,1166619931110003,89,1,3,0,7,0,0,,1,4,9,9,4,1,6,1993,1166619931110,11,wd,,,1166619931110003,2,25,0,8,1,,FAIRFIELD,25JAN94:09:44,8,1,1,,,,8747010201,,1,,8,1440,1249.7576633,19936498311wd,,0,1166619931110003,06430,03/03/2025
,BLUEFISH,19936498311wd,1166619931110189,,C,5,,2,1,1,1,Y,60,180,8,1,1166619931110004,89,1,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166619931110,11,wd,,,1166619931110004,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8835250101,,1,,8,1455,1249.7576633,19936498311wd,,0,1166619931110004,06430,03/03/2025
,ATLANTIC HERRING,19936498311wd,1166619931110189,0,C,5,,1,1,1,1,Y,10,25,8,2,1166619931110005,89,1,3,0,3,0,0,,1,4,9,9,4,1,6,1993,1166619931110,11,wd,,,1166619931110005,2,30,0,8,1,,FAIRFIELD,25JAN94:09:44,8,1,1,,,,8747010201,,1,,8,1501,1249.7576633,19936498311wd,,0,1166619931110005,09999,03/03/2025
,ATLANTIC HERRING,19936498311wd,1166619931110189,1.5,C,5,,1,1,1,119,O,35,100,8,2.5,1166619931110006,89,5,3,0,6,0,0,,1,5,9,36,4,1,6,1993,1166619931110,11,wd,,,1166619931110006,2,25,0,8,1,,WESTCHESTER,25JAN94:09:44,8,1,1,,,,8747010201,,1,,8,1525,1468.3587177,19936498311wd,,0,1166619931110006,10536,03/03/2025
,ATLANTIC HERRING,19936498311wd,1166619931111189,,C,5,,2,1,1,1,Y,6,30,8,0.5,1166619931111001,89,1,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166619931111,11,wd,,,1166619931111001,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8747010201,,1,,8,1050,1249.7576633,19936498311wd,,0,1166619931111001,06430,03/03/2025
,ATLANTIC HERRING,19936498311wd,1166619931111189,0,C,5,,1,1,1,1,Y,11,26,8,1,1166619931111002,89,1,3,0,2,0,0,,1,4,9,9,4,1,6,1993,1166619931111,11,wd,,,1166619931111002,2,2,0,8,1,,FAIRFIELD,25JAN94:09:44,8,1,1,,,,8747010201,,1,,8,1113,1249.7576633,19936498311wd,,0,1166619931111002,09999,03/03/2025
,BLUEFISH,19936498311wd,1166619931112192,,C,5,,2,1,1,1,Y,20,75,8,4,1166619931112001,92,2,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166619931112,11,wd,,,1166619931112001,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8835250101,,1,,8,1150,1249.7576633,19936498311wd,,0,1166619931112001,06497,03/03/2025
,ATLANTIC HERRING,19936498311wd,1166619931112189,0,C,5,,1,2,1,1,Y,7,31,1,1,1166619931112002,89,1,3,0,7,0,0,,2,4,9,9,4,1,6,1993,1166619931112,11,wd,,,1166619931112002,2,7,0,8,1,,FAIRFIELD,25JAN94:09:44,8,2,1,,,,8747010201,,1,,2,1220,1249.7576633,19936498311wd,,0,1166619931112002,06430,03/03/2025
,ATLANTIC HERRING,19936498311wd,1166619931112189,,C,5,,3,0,1,1,Y,13,27,2,1,1166619931112003,89,1,3,0,0,1,1,,2,4,9,9,4,1,6,1993,1166619931112,11,wd,,,1166619931112002,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8747010201,,1,,8,1221,1249.7576633,19936498311wd,,0,1166619931112002,09999,03/03/2025
,ATLANTIC HERRING,19936498311wd,1166619931112189,,C,5,,2,1,1,1,Y,1,171,8,1.5,1166619931112004,89,1,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166619931112,11,wd,,,1166619931112004,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8747010201,,1,,8,1238,1249.7576633,19936498311wd,,0,1166619931112004,06430,03/03/2025
,ATLANTIC HERRING,19936498311wd,1166619931112189,0,C,5,,1,1,1,1,Y,50,115,8,3.5,1166619931112005,89,1,3,0,2,0,0,,1,4,9,9,4,1,6,1993,1166619931112,11,wd,,,1166619931112005,2,2,0,8,1,,FAIRFIELD,25JAN94:09:44,8,1,1,,,,8747010201,,1,,8,1249,1249.7576633,19936498311wd,,0,1166619931112005,06468,03/03/2025
,CAMIGUANA ANCHOVY,19936498311wd,1166619931112189,0,C,5,,1,1,1,1,Y,20,150,8,0.5,1166619931112006,89,1,3,0,1,0,0,,1,4,9,9,4,1,6,1993,1166619931112,11,wd,,,1166619931112006,2,1,0,8,9,,FAIRFIELD,25JAN94:09:44,8,1,1,,,,8747020102,,1,,8,1301,1249.7576633,19936498311wd,,0,1166619931112006,06851,03/03/2025
,STRIPED BASS,19936498311wd,1166619931112189,0,C,5,,1,1,1,1,Y,24,95,8,4,1166619931112008,89,1,3,0,1,0,0,,1,4,9,9,4,1,6,1993,1166619931112,11,wd,,,1166619931112008,2,1,0,8,1,,FAIRFIELD,25JAN94:09:44,8,1,1,,,,8835020102,,1,,8,1405,1249.7576633,19936498311wd,,0,1166619931112008,06606,03/03/2025
,STRIPED BASS,19936498311we,1166619931113176,2,C,5,,2,1,1,47,O,17,25,1,5.5,1166619931113001,76,5,3,0,0,0,0,,2,5,9,36,4,1,6,1993,1166619931113,11,we,,,1166619931113001,,,,8,1,,KINGS,25JAN94:09:44,8,8,1,,,,8835020102,,1,,8,1118,1319.906504,19936498311we,,0,1166619931113001,10463,03/03/2025
,STRIPED BASS,19936498311we,1166619931113176,2,C,5,,2,1,1,61,O,8,8,2,5.5,1166619931113002,76,5,3,0,0,0,1,,2,5,9,36,4,1,6,1993,1166619931113,11,we,,,1166619931113002,,,,8,1,,NEW YORK,25JAN94:09:44,8,8,1,,,,8835020102,,1,,8,1121,1319.906504,19936498311we,,0,1166619931113002,10021,03/03/2025
,STRIPED BASS,19936498311we,1166619931113176,0,C,5,,2,1,1,1,Y,15,25,8,1,1166619931113003,76,5,3,1,0,0,0,,1,4,9,9,4,1,6,1993,1166619931113,11,we,,,1166619931113003,2,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8835020102,,1,,8,1200,1123.406187,19936498311we,,0,1166619931113003,06606,03/03/2025
,STRIPED BASS,19936498311we,1166619931113176,0,C,5,,2,1,1,5,Y,12,12,8,3,1166619931113004,76,5,3,1,0,0,0,,1,4,9,9,4,1,6,1993,1166619931113,11,we,,,1166619931113004,2,,,8,1,,LITCHFIELD,25JAN94:09:44,8,8,1,,,,8835020102,,1,,8,1226,1123.406187,19936498311we,,0,1166619931113004,06757,03/03/2025
,STRIPED BASS,19936498311we,1166619931113176,,C,5,,2,1,1,9,Y,10,16,8,1,1166619931113005,76,5,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166619931113,11,we,,,1166619931113005,,,,8,1,,NEW HAVEN,25JAN94:09:44,8,8,1,,,,8835020102,,1,,8,1234,1123.406187,19936498311we,,0,1166619931113005,06880,03/03/2025
,STRIPED BASS,19936498311we,1166619931113177,,C,5,,2,1,1,1,Y,2,10,8,2,1166619931113006,77,5,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166619931113,11,we,,,1166619931113006,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8835020102,,1,,8,1259,3311.9681601,19936498311we,,0,1166619931113006,06854,03/03/2025
,STRIPED BASS,19936498311we,1166619931113177,0,C,5,,2,1,1,17,O,4,15,8,7,1166619931113007,77,5,3,1,0,0,0,,1,5,9,34,4,1,6,1993,1166619931113,11,we,,,1166619931113007,2,,,8,1,,HUDSON,25JAN94:09:44,8,8,1,,,,8835020102,,1,,8,1311,3891.2802567,19936498311we,,0,1166619931113007,07030,03/03/2025
,STRIPED BASS,19936498311we,1166619931113176,,C,5,,2,1,1,3,O,1,1,8,1,1166619931113008,76,5,3,0,0,0,0,,1,5,9,34,4,1,6,1993,1166619931113,11,we,,,1166619931113008,,,,8,1,,BERGEN,25JAN94:09:44,8,8,1,,,,8835020102,,1,,8,1351,1319.906504,19936498311we,,0,1166619931113008,07026,03/03/2025
,STRIPED BASS,19936498311we,1166619931113177,,C,5,,2,1,1,1,Y,50,200,8,1,1166619931113009,77,5,3,0,0,0,0,,1,4,9,9,4,1,6,1993,1166619931113,11,we,,,1166619931113009,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8835020102,,1,,8,1417,3311.9681601,19936498311we,,0,1166619931113009,06880,03/03/2025
,STRIPED BASS,19936498311we,1166619931113176,,C,5,,2,1,1,39,O,0,0,1,1.5,1166619931113010,76,5,3,0,0,0,0,,2,5,9,34,4,1,6,1993,1166619931113,11,we,,,1166619931113010,,,,8,1,,UNION,25JAN94:09:44,8,8,1,,,,8835020102,,1,,8,1457,1319.906504,19936498311we,,0,1166619931113010,07205,03/03/2025
,STRIPED BASS,19936498311we,1166619931113176,,C,5,,2,1,1,1,Y,20,20,2,1.5,1166619931113011,76,5,3,0,0,0,1,,2,4,9,9,4,1,6,1993,1166619931113,11,we,,,1166619931113011,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8835020102,,1,,8,1454,1123.406187,19936498311we,,0,1166619931113011,06850,03/03/2025
,TAUTOG,19936498711we,1166519931106162,0,C,5,,1,2,1,1,Y,15,60,1,4,1166519931106001,62,8,7,2,10,0,0,,2,4,9,9,4,1,6,1993,1166519931106,11,we,,,1166519931106001,1,10,0,8,1,,FAIRFIELD,25JAN94:09:44,8,2,1,,,,8839010101,,1,,2,1258,1146.0686987,19936498711we,,0,1166519931106001,06494,03/03/2025
,TAUTOG,19936498711we,1166519931106162,0,C,5,,3,0,1,1,Y,15,60,2,4,1166519931106002,62,8,7,2,0,1,1,,2,4,9,9,4,1,6,1993,1166519931106,11,we,,,1166519931106001,1,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8839010101,,1,,8,1259,1146.0686987,19936498711we,,0,1166519931106001,06494,03/03/2025
,TAUTOG,19936498711we,1166519931106162,0,C,5,,2,1,1,1,Y,9,102,1,4.5,1166519931106003,62,8,7,1,0,0,0,,2,4,9,9,4,1,6,1993,1166519931106,11,we,,,1166519931106003,1,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8839010101,,1,,8,1310,1146.0686987,19936498711we,,0,1166519931106003,06854,03/03/2025
,TAUTOG,19936498711we,1166519931106162,0,C,5,,1,1,1,1,Y,9,100,2,4.5,1166519931106004,62,8,7,1,1,0,1,,2,4,9,9,4,1,6,1993,1166519931106,11,we,,,1166519931106003,1,,,8,1,,FAIRFIELD,25JAN94:09:44,8,1,1,,,,8839010101,,1,,8,1311,1146.0686987,19936498711we,,0,1166519931106004,06854,03/03/2025
WINTER FLOUNDER,TAUTOG,19936498711we,1166519931106162,0,C,5,,2,1,1,111,O,5,11,8,4.5,1166519931106005,62,8,7,1,0,0,0,,1,5,9,36,4,1,6,1993,1166519931106,11,we,,,1166519931106005,1,,,8,1,,,25JAN94:09:44,8,8,1,,,,8839010101,8857042001,1,,8,1346,1235.6231426,19936498711we,,0,1166519931106005,12589,03/03/2025
,WINTER FLOUNDER,19936498711we,1166519931106162,,C,5,,2,1,1,1,Y,0,3,1,2.5,1166519931106006,62,8,7,0,0,0,0,,4,4,9,9,4,1,6,1993,1166519931106,11,we,,,1166519931106006,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8857042001,,1,,8,1411,1146.0686987,19936498711we,,0,1166519931106006,06850,03/03/2025
,WINTER FLOUNDER,19936498711we,1166519931106162,,C,5,,2,1,1,1,Y,0,2,2,2.5,1166519931106007,62,8,7,0,0,0,1,,4,4,9,9,4,1,6,1993,1166519931106,11,we,,,1166519931106006,,,,8,1,,FAIRFIELD,25JAN94:09:44,8,8,1,,,,8857042001,,1,,8,1412,1146.0686987,19936498711we,,0,1166519931106007,06850,03/03/2025
,WINTER FLOUNDER,19936498711we,1166519931106162,0,C,5,,1,1,1,9,Y,2,5,2,2.5,1166519931106008,62,8,7,0,1,0,1,,4,4,9,9,4,1,6,1993,1166519931106,11,we,,,1166519931106006,1,1,0,8,1,,NEW HAVEN,25JAN94:09:44,8,1,1,,,,8857042001,,1,,8,1415,1146.0686987,19936498711we,,0,1166519931106008,06460,03/03/2025
,WINTER FLOUNDER,19936498711we,1166519931106162,,C,5,,2,1,1,9,Y,2,5,2,2.5,1166519931106009,62,8,7,0,0,0,1,,4,4,9,9,4,1,6,1993,1166519931106,11,we,,,1166519931106006,,,,8,1,,NEW HAVEN,25JAN94:09:44,8,8,1,,,,8857042001,,1,,8,1416,1146.0686987,19936498711we,,0,1166519931106009,06460,03/03/2025
STRIPED BASS,TAUTOG,19936498711we,1166519931106162,0,C,5,,1,2,1,87,O,3,12,1,5,1166519931106010,62,8,7,4,9,0,0,,2,5,9,36,4,1,6,1993,1166519931106,11,we,,,1166519931106010,1,,,8,1,,ROCKLAND,24FEB93:14:01,8,2,1,,,,8839010101,8835020102,1,,2,1442,1235.6231426,19936498711we,,0,1166519931106010,10989,03/03/2025
STRIPED BASS,TAUTOG,19936498711we,1166519931106162,0,C,5,,3,0,1,87,O,3,12,2,5,1166519931106011,62,8,7,4,0,1,1,,2,5,9,36,4,1,6,1993,1166519931106,11,we,,,1166519931106010,1,,,8,1,,ROCKLAND,25JAN94:09:44,8,8,1,,,,8839010101,8835020102,1,,8,1443,1235.6231426,19936498711we,,0,1166519931106010,10989,03/03/2025
