PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,MONTH,KOD,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
,WINTER FLOUNDER,19932498304we,11150199304041881,,3,5,,2,1,1,1,Y,3,50,1,3,1115019930404003,881,1,3,0,0,0,0,,2,4,9,9,4,1,2,1993,1115019930404,04,we,,,1115019930404003,,,,8,9,,FAIRFIELD,01JUN93:09:34,8,8,1,,,,8857042001,,1,,8,1325,5798.1452271,19932498304we,,0,1115019930404003,09999,03/03/2025
,WINTER FLOUNDER,19932498304we,11150199304041881,,3,5,,2,1,1,5,Y,0,15,2,3,1115019930404004,881,1,3,0,0,0,1,,2,4,9,9,4,1,2,1993,1115019930404,04,we,,,1115019930404004,,,,8,9,,LITCHFIELD,01JUN93:09:34,8,8,1,,,,8857042001,,1,,8,1326,5798.1452271,19932498304we,,0,1115019930404004,06776,03/03/2025
,WINTER FLOUNDER,19932498304we,11150199304041881,0,3,5,,1,2,1,1,Y,50,300,1,5.5,1115019930404005,881,5,3,0,4,0,0,,2,4,9,9,4,1,2,1993,1115019930404,04,we,,,1115019930404005,1,4,0,8,1,,FAIRFIELD,01JUN93:09:34,8,2,1,,,,8857042001,,1,,2,1335,5798.1452271,19932498304we,,0,1115019930404005,06854,03/03/2025
,WINTER FLOUNDER,19932498304we,11150199304041881,,3,5,,3,0,1,1,Y,50,300,2,5.5,1115019930404006,881,5,3,0,0,1,1,,2,4,9,9,4,1,2,1993,1115019930404,04,we,,,1115019930404005,,,,8,1,,FAIRFIELD,01JUN93:09:34,8,8,1,,,,8857042001,,1,,8,1336,5798.1452271,19932498304we,,0,1115019930404005,06854,03/03/2025
,WINTER FLOUNDER,19932498304wd,1115019930409189,,C,5,,2,1,1,1,Y,0,40,8,2.5,1115019930409001,89,1,3,0,0,0,0,,1,4,9,9,4,1,2,1993,1115019930409,04,wd,,,1115019930409001,,,,8,1,,FAIRFIELD,01JUN93:09:34,8,8,1,,,,8857042001,,1,,8,1225,2187.9064291,19932498304wd,,0,1115019930409001,06605,03/03/2025
,WINTER FLOUNDER,19932498304wd,1115019930409189,,C,5,,2,1,1,1,Y,15,100,8,2,1115019930409002,89,1,3,0,0,0,0,,1,4,9,9,4,1,2,1993,1115019930409,04,wd,,,1115019930409002,,,,8,1,,FAIRFIELD,01JUN93:09:34,8,8,1,,,,8857042001,,1,,8,1242,2187.9064291,19932498304wd,,0,1115019930409002,06604,03/03/2025
,WINTER FLOUNDER,19932498304wd,1115019930409189,,C,5,,2,1,1,1,Y,0,70,1,2,1115019930409003,89,1,3,0,0,0,0,,2,4,9,9,4,1,2,1993,1115019930409,04,wd,,,1115019930409003,,,,8,1,,FAIRFIELD,01JUN93:09:34,8,8,1,,,,8857042001,,1,,8,1253,2187.9064291,19932498304wd,,0,1115019930409003,06430,03/03/2025
,WINTER FLOUNDER,19932498304wd,1115019930409189,0,C,5,,1,1,1,1,Y,0,70,2,2,1115019930409004,89,1,3,0,2,0,1,,2,4,9,9,4,1,2,1993,1115019930409,04,wd,,,1115019930409004,1,2,0,8,1,,FAIRFIELD,01JUN93:09:34,8,1,1,,,,8857042001,,1,,8,1254,2187.9064291,19932498304wd,,0,1115019930409004,06430,03/03/2025
,WINTER FLOUNDER,19932498304wd,1115019930409189,,C,5,,2,1,1,1,Y,0,10,8,2,1115019930409005,89,1,3,0,0,0,0,,1,4,9,9,4,1,2,1993,1115019930409,04,wd,,,1115019930409005,,,,8,1,,FAIRFIELD,01JUN93:09:34,8,8,1,,,,8857042001,,1,,8,1315,2187.9064291,19932498304wd,,0,1115019930409005,09999,03/03/2025
,WINTER FLOUNDER,19932498304wd,1115019930409189,,C,5,,2,1,1,1,Y,0,30,1,1.5,1115019930409006,89,1,3,0,0,0,0,,2,4,9,9,4,1,2,1993,1115019930409,04,wd,,,1115019930409006,,,,8,1,,FAIRFIELD,01JUN93:09:34,8,8,1,,,,8857042001,,1,,8,1321,2187.9064291,19932498304wd,,0,1115019930409006,06430,03/03/2025
