PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,MONTH,KOD,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
STRIPED BASS,HICKORY SHAD,19996498311wd,116851999110211754,0.5,C,5,,2,1,11,11,Y,6,20,,1.5,1168519991102001,754,5,3,0,0,0,0,,,4,9,9,4,1,6,1999,1168519991102,11,wd,,,1168519991102001,,,,8,2,,NEW LONDON,08MAY200010:17,8,8,1,,,,8747010103,8835020102,1,,8,1113,54970.940458,19996498311wd,,0,1168519991102001,06389,03/03/2025
STRIPED BASS,HICKORY SHAD,19996498311wd,116851999110211754,0.5,C,5,,2,1,11,11,Y,6,20,,1.5,1168519991102002,754,5,3,0,0,0,0,,,4,9,9,4,1,6,1999,1168519991102,11,wd,,,1168519991102002,,,,8,2,,NEW LONDON,08MAY200010:17,8,8,1,,,,8747010103,8835020102,1,,8,1115,54970.940458,19996498311wd,,0,1168519991102002,06389,03/03/2025
BLUEFISH,STRIPED BASS,19996498611we,116851999110611639,0,C,5,,2,1,11,9,Y,15,40,1,6.5,1168519991106006,639,7,6,3,0,0,0,,6,4,9,9,4,1,6,1999,1168519991106,11,we,,,1168519991106006,1,0,1,8,1,,NEW HAVEN,08MAY200010:17,8,8,1,,,,8835020102,8835250101,1,,8,1218,0,19996498611we,,0,1168519991106006,06513,03/03/2025
BLUEFISH,STRIPED BASS,19996498611we,116851999110611639,0,C,5,,2,1,11,9,Y,1,1,2,6.5,1168519991106007,639,7,6,2,0,0,1,,6,4,9,9,4,1,6,1999,1168519991106,11,we,,,1168519991106006,1,0,1,8,1,,NEW HAVEN,08MAY200010:17,8,8,1,,,,8835020102,8835250101,1,,8,1220,0,19996498611we,,0,1168519991106007,06492,03/03/2025
BLUEFISH,STRIPED BASS,19996498611we,116851999110611639,0,C,5,,2,1,11,9,Y,1,1,2,6.5,1168519991106008,639,7,6,2,0,0,1,,6,4,9,9,4,1,6,1999,1168519991106,11,we,,,1168519991106006,1,0,1,8,2,,NEW HAVEN,08MAY200010:17,8,8,1,,,,8835020102,8835250101,1,,8,1222,0,19996498611we,,0,1168519991106008,06512,03/03/2025
BLUEFISH,STRIPED BASS,19996498611we,116851999110611639,0,C,5,,2,1,11,9,Y,1,1,2,6.5,1168519991106009,639,7,6,2,0,0,1,,6,4,9,9,4,1,6,1999,1168519991106,11,we,,,1168519991106006,1,0,1,8,2,,NEW HAVEN,08MAY200010:17,8,8,1,,,,8835020102,8835250101,1,,8,1224,0,19996498611we,,0,1168519991106009,06512,03/03/2025
BLUEFISH,STRIPED BASS,19996498611we,116851999110611639,0,C,5,,2,1,11,119,O,1,1,2,6.5,1168519991106010,639,7,6,1,0,0,1,,6,5,9,36,4,1,6,1999,1168519991106,11,we,,,1168519991106006,1,,,8,2,,WESTCHESTER,08MAY200010:17,8,8,1,,,,8835020102,8835250101,1,,8,1226,0,19996498611we,,0,1168519991106010,99998,03/03/2025
BLUEFISH,STRIPED BASS,19996498611we,116851999110611639,0,C,5,,2,1,11,119,O,1,1,2,6.5,1168519991106011,639,7,6,1,0,0,1,,6,5,9,36,4,1,6,1999,1168519991106,11,we,,,1168519991106006,1,,,8,2,,WESTCHESTER,08MAY200010:17,8,8,1,,,,8835020102,8835250101,1,,8,1230,0,19996498611we,,0,1168519991106011,99998,03/03/2025
,STRIPED BASS,19996498611wd,21685199911057442,0,C,5,,2,1,7,119,O,2,4,1,7,2168519991105001,442,7,6,2,0,0,0,,4,5,9,36,4,1,6,1999,2168519991105,11,wd,,,2168519991105001,1,0,1,8,1,,WESTCHESTER,08MAY200010:17,8,8,1,,,,8835020102,,1,,8,1330,0,19996498611wd,,0,2168519991105001,10522,03/03/2025
,STRIPED BASS,19996498611wd,21685199911057442,0,C,5,,2,1,7,119,O,2,4,2,7,2168519991105002,442,7,6,2,0,0,1,,4,5,9,36,4,1,6,1999,2168519991105,11,wd,,,2168519991105001,1,0,1,8,2,,WESTCHESTER,08MAY200010:17,8,8,1,,,,8835020102,,1,,8,1335,0,19996498611wd,,0,2168519991105002,10522,03/03/2025
